,Id,createdAt,MEASUREMENT_START_TIME,MEASUREMENT_START_UNIXTIME,CHUNK_COUNT,CALIBRATED_SAMPLINGRATE,device,gateway,TEMPERATURE,CLEARANCE_1,CLEARANCE_2,CLEARANCE_3,CREST_1,CREST_2,CREST_3,GRMS_1,GRMS_2,GRMS_3,KURTOSIS_1,KURTOSIS_2,KURTOSIS_3,SKEWNESS_1,SKEWNESS_2,SKEWNESS_3,VRMS_1,VRMS_2,VRMS_3,PEAK_1,PEAK_2,PEAK_3,SUM_1,SUM_2,SUM_3,PEAK_TO_PEAK_1,PEAK_TO_PEAK_2,PEAK_TO_PEAK_3,0_Data,1_Data,3_Data,4_Data,5_Data,6_Data,7_Data,8_Data
10,63d2c775e3e9ba0023776b64,2023-01-26T18:33:25.547000Z,05:41:12:23:01:1970,1921269,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.04,16.697063835021392,17.207129986342416,21.566723450132837,8.69541758307816,9.63506972375786,10.938008320325434,0.2392892233845328,0.3161546020160058,0.18464896503511377,11.48989941872224,7.472311995532419,15.573033796047676,-0.014175434325355448,-0.549924558625017,-0.1053456677433226,0,0,0,2.0807197204589842,3.0461716339111327,2.0196919158935547,1619.2772216796875,20928.315490722656,-398.72113037109375,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
11,63d2d27ce3e9ba0023776b74,2023-01-26T19:20:28.944000Z,06:28:19:23:01:1970,1924062,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,36.42,36.595505066450464,45.22291984745026,50.73384773362773,15.528461982981106,23.416396774346143,22.081940024156424,0.13378957183165835,0.13040493786921487,0.09153741546487773,49.00811968713577,70.43194418240586,98.0363604521786,0.07601366004882347,-2.8645444650275826,0.29454815014040536,0,0,0,2.0775462799072266,3.0536137664794922,2.0213237182617187,1555.8084106445312,21077.158142089844,-431.357177734375,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
12,63d2e091e3e9ba0023776b8d,2023-01-26T20:20:33.705000Z,07:28:20:23:01:1970,1927697,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.07,15.399403523148894,17.843788599971678,21.35866278007591,7.91088513324889,9.577623355725645,10.25074519381908,0.2440465095751005,0.31803188586435527,0.19611868203896976,10.931626141570323,9.19286506817249,16.7402851943556,-0.12838079878389072,-0.912618214889361,-0.08288051121588882,0,0,0,1.9306239044189453,3.045989617919922,2.0103626373291017,1503.1030883789062,20924.675170898438,-439.18634033203125,3.855224609375,3.99951171875,3.9881591796875,,,,,,,,
13,63d2fb92e3e9ba0023776bba,2023-01-26T22:15:46.481000Z,09:23:03:23:01:1970,1934579,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,38.75,24.257304714772538,30.694074011718193,32.99077565030777,10.3035802054135,16.0564357574042,14.178730132424993,0.20243248680859532,0.18951660219286656,0.13970848656556412,30.503114532734113,24.036723018976918,38.37135865486066,-0.23120033401213524,-1.5889523405157255,0.32650082037054423,0,0,0,2.0857793640136717,3.042961148071289,1.9808889282226563,1720.4700927734375,21019.13507080078,-377.338623046875,3.99951171875,3.99176025390625,3.87701416015625,,,,,,,,
14,63d3029ee3e9ba0023776bc9,2023-01-26T22:45:50.192000Z,09:53:13:23:01:1970,1936390,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,38.81,12.387686201037763,13.436093547898224,16.327983727248437,6.67753812087391,7.86717380464583,8.84677246319736,0.31179918715004934,0.3869484396358526,0.22830022267364367,7.05703801497608,5.21710940770984,8.80052100498259,-0.10235993454310027,-0.45387321491353055,-0.0595411392081803,0,0,0,2.082050958251953,3.0441906280517577,2.0197201232910156,1645.9019775390625,20888.695373535156,-399.2852783203125,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
15,63d31154e3e9ba0023776bd5,2023-01-26T23:48:36.607000Z,10:55:53:23:01:1970,1940149,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,39.79,8.02088916224239,10.310073817832892,10.250717692647624,5.209749558336012,6.479427740014433,6.570662050376678,0.05242814984849636,0.0627140591583639,0.04156394138228906,3.8385554454210813,4.42943626936049,4.18451629076893,-0.0314249861903335,0.03294273437304532,-0.057859641674778244,0,0,0,0.2731375305175781,0.4063512145996093,0.2731026123046875,1677.3502197265625,21116.139770507812,-413.22412109375,0.53094482421875,0.77142333984375,0.50531005859375,,,,,,,,
16,63d31a3e4ef0c0002ff5d193,2023-01-27T00:26:38.531000Z,11:33:55:23:01:1970,1942431,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,38.38,26.827099900013984,28.402625996580444,38.13435570890719,11.446492453189915,14.826158813521682,15.595654147721419,0.18145669643280082,0.1767915178470151,0.1296790012918824,31.083797715305245,13.072295599737789,49.94781431739654,-0.0577345898252082,-0.778446843413992,0.05997140277905172,0,0,0,2.077042706298828,2.6211391204833987,2.022428854370117,1545.7369384765625,21053.15350341797,-453.45989990234375,3.99951171875,3.5682373046875,3.99951171875,,,,,,,,
17,63d32a3e4ef0c0002ff5d1ab,2023-01-27T01:34:54.657000Z,12:42:37:23:01:1970,1946554,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,34.23,33.09279064729419,35.26511282283899,44.79360884655775,11.54140405027262,15.505968898161958,15.071217995141966,0.17933447824617962,0.16932855347095654,0.13427165141887396,44.5381454346751,35.984200597903474,65.96315295296765,-0.08933644963346793,-2.5331329819414834,0.1370521797661608,0,0,0,2.0697716735839844,2.6256032836914063,2.0236373291015624,1400.3162841796875,20991.069580078125,-477.62939453125,3.99951171875,3.5758056640625,3.99951171875,,,,,,,,
18,63d389664ef0c0002ff5d20e,2023-01-27T08:20:54.171000Z,19:28:10:23:01:1970,1970887,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,32.78,44.091466394813665,51.38311166086033,53.35651464362055,16.571765888788423,23.189760893287,21.120364715058606,0.1248576931518807,0.12209322609040672,0.09239508525949976,91.09581403415697,82.5355055340731,108.54581672586562,-0.5619444666991686,-4.317436852997628,-0.10389550402024249,0,0,0,2.0691124603271485,2.8313127197265624,1.95141789855957,1387.1320190429688,21047.64111328125,-490.68499755859375,3.99951171875,3.7786865234375,3.7520751953125,,,,,,,,
19,63d390754ef0c0002ff5d219,2023-01-27T08:51:01.047000Z,19:58:21:23:01:1970,1972698,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.84,19.8683357620952,23.2790967034066,25.42275521915101,5.64208959519369,8.393380793352463,6.55385152661368,0.36833394255715574,0.3601116462151393,0.30782888488340737,18.840318349050882,28.351413270832175,25.78285496799852,-0.3643557996304657,-3.60781538066195,0.12003921749404242,0,0,0,2.0781731048583985,3.0225541748046876,2.0174648071289063,1568.3449096679688,20455.96630859375,-354.178955078125,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
20,63d39e894ef0c0002ff5d22c,2023-01-27T09:51:05.705000Z,20:58:23:23:01:1970,1976300,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,36.44,11.67247514568961,9.40604347197546,13.79908541925048,7.30293236486786,5.91281787741841,8.20774944749708,0.05499134390419806,0.0745357669628908,0.04491688604642809,5.339930001603498,4.541765201460898,6.33423294172397,-0.022859839781556777,-0.013138777751188014,-0.04394496064862298,0,0,0,0.40159806518554686,0.4407164154052734,0.3686665466308594,1665.3043212890625,21137.32635498047,-378.7020263671875,0.7725830078125,0.818115234375,0.67852783203125,,,,,,,,
21,63d3b6544ef0c0002ff5d23a,2023-01-27T11:32:36.335000Z,22:40:30:23:01:1970,1982427,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,29.29,96.8087465133648,80.0247652440038,119.02270039323713,9.631372317105885,11.660179736381089,10.223644936855123,0.21382316607191093,0.260224164654081,0.19827720420490644,54.35320058413764,51.288058211819774,62.92750584244702,-0.38547840446327775,-4.84704458584658,0.607451289097881,0,0,0,2.0594105224609374,3.0342605316162112,2.027115734863281,1193.09326171875,20690.09344482422,-547.197509765625,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
22,63d3c0104ef0c0002ff5d246,2023-01-27T12:14:08.363000Z,23:21:24:23:01:1970,1984881,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.02,44.381374725686726,21.97565909920658,55.84797697431847,17.270714851135487,11.359047388292527,24.6763269378152,0.12045509471919419,0.10795646877195159,0.07603502133418145,73.8938928524701,13.215734773897424,102.4859825723901,-0.28190636158916726,-0.35442840182880486,-0.0063691058531252,0,0,0,2.0803455932617188,1.2262826446533204,1.8762650451660157,1611.794677734375,21111.346252441406,-401.2774658203125,3.99951171875,2.1285400390625,3.65380859375,,,,,,,,
23,63d3d2424ef0c0002ff5d257,2023-01-27T13:31:46.277000Z,21:39:35:23:01:1970,1978745,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,36.93,40.970847172768224,56.20670272967665,60.74309818856837,16.656030924791537,24.16510884975997,21.47736256025317,0.10681992008586838,0.11217334358360165,0.09045829195212006,51.58861804833496,75.9882667565436,102.96124734566583,0.0377014084805612,-3.2891379006764856,-0.23964272761871822,0,0,0,1.7791958923339843,2.710681057739258,1.942805532836914,1722.8338623046875,21145.994201660156,-354.09442138671875,3.35113525390625,3.65313720703125,3.8577880859375,,,,,,,,
24,63d3d9524ef0c0002ff5d269,2023-01-27T14:01:54.104000Z,22:10:00:23:01:1970,1980552,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.68,33.78979251687418,25.000228533958744,45.5836571624842,14.39832929994703,12.820073837212924,19.507204947239813,0.144890061227482,0.14734508781941383,0.1034702468204981,37.2558005164891,16.91256564759799,56.612922295738144,-0.022527698596581422,-0.8397734539611645,0.17791637512105812,0,0,0,2.0861748138427734,1.8889749053955078,2.0184153106689453,1728.3790893554688,21140.093811035156,-373.18902587890625,3.99951171875,2.83172607421875,3.8499755859375,,,,,,,,
25,63d3e0894ef0c0002ff5d27c,2023-01-27T14:32:41.524000Z,22:40:14:23:01:1970,1982407,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.44,28.95671927428898,32.6450876725019,38.22371388802117,6.3175996497344915,9.15049429405509,7.359578043603562,0.3298161194258475,0.3307507875215014,0.274376252668351,26.030481645129612,41.73226123295486,36.44532090043825,-0.41539063667547366,-4.750608534003776,-0.05137955700680063,0,0,0,2.0836462005615233,3.0265331939697266,2.0192934448242186,1677.8068237304688,20535.54669189453,-390.751708984375,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
26,63d3ead74ef0c0002ff5d283,2023-01-27T15:16:39.472000Z,23:24:02:23:01:1970,1985038,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,36.52,10.642588978058443,9.88589096118471,10.560007534951362,6.615691528646625,6.36678913798196,6.467904774153778,0.18607733364496765,0.19624360463532683,0.12636727436966905,5.446471873725186,4.15837513786711,5.21615965310908,0.025085634960409886,-0.11697616982425055,0.06133979001620886,0,0,0,1.231030239868164,1.249441650390625,0.817331497192383,1649.4133911132812,21083.8037109375,-394.48150634765625,2.43634033203125,2.15875244140625,1.53961181640625,,,,,,,,
27,63d3f1e04ef0c0002ff5d294,2023-01-27T15:46:40.771000Z,23:54:03:23:01:1970,1986840,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.5,11.134533496525666,9.615982726141416,9.782980920198186,7.241984600951352,6.260468511806603,6.218356078400946,0.05561560757866242,0.07710925070549333,0.04529473080944348,3.877904859747769,3.7681041597881433,4.360478174080822,-0.04581009862944939,-0.0523887804771214,-0.08233315645131367,0,0,0,0.4027673736572266,0.4827400360107421,0.2816587646484375,1746.7537231445312,21117.203063964844,-364.13916015625,0.7337646484375,0.894287109375,0.55340576171875,,,,,,,,
28,63d3fa854ef0c0002ff5d2ab,2023-01-27T16:23:33.355000Z,00:31:15:24:01:1970,1989052,8,13422,CA:B8:31:00:00:21,CA:B8:28:00:00:82,38.72,39.69567554734798,46.715000792518815,51.25880735548745,16.61290461227751,22.529246727988475,21.848559868988932,0.1256721951859699,0.12866771379092146,0.09239630350596013,67.97725495012665,67.12755551936917,109.59406926810024,0.05615496752051582,-3.4529905797762765,0.517085634328974,0,0,0,2.087780191040039,2.8987866699218747,2.018726168823242,1760.4866333007812,21056.7880859375,-379.40618896484375,3.99951171875,3.845703125,3.94793701171875,,,,,,,,
29,63d401904ef0c0002ff5d2b8,2023-01-27T16:53:36.834000Z,01:00:58:24:01:1970,1990855,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.29,32.49206760461973,31.067228671450263,44.29767334284031,15.20451851010749,16.362819969466347,20.54689580062373,0.1326872259288773,0.15097462031828066,0.0982832154685534,26.535674363673657,15.994408606259364,52.3265023425491,0.015605015005639907,-0.731918405137374,0.2066131815677476,0,0,0,2.01744538269043,2.4703705322265623,2.0194149871826172,1672.1498413085938,21098.08447265625,-393.18255615234375,3.93359375,3.41522216796875,3.99951171875,,,,,,,,
30,63d40ad74ef0c0002ff5d2d1,2023-01-27T17:33:11.619000Z,01:40:44:24:01:1970,1993237,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,34.53,45.76867407139256,49.34064575559979,60.79876482632926,7.6776372627948,10.79013190591482,8.50486895864485,0.2698285592131678,0.2810198102073542,0.2377752803895735,42.66263622798236,61.733216102353374,51.22867949055946,-0.5822554750876838,-6.0214580186900255,0.3413536017039491,0,0,0,2.07164580078125,3.0322408203125,2.0222476013183592,1437.798828125,20649.69921875,-449.8348388671875,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
31,63d4169b4ef0c0002ff5d2e2,2023-01-27T18:23:23.940000Z,02:31:00:24:01:1970,1996245,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.49,8.666464003287425,10.264974044387797,13.350587744352682,5.5866280136901345,6.664367986993726,8.197088003076393,0.05466982298645483,0.07835330390867147,0.045600909547245945,4.035771265649678,3.8958132913828285,5.965424764380274,-0.038782651604226365,-0.009214382428611775,0.091651941800704,0,0,0,0.3054199645996094,0.5221752502441406,0.37379466857910154,1635.7413330078125,21095.360473632812,-392.15313720703125,0.60650634765625,0.95562744140625,0.72320556640625,,,,,,,,
32,63d41da74ef0c0002ff5d2ef,2023-01-27T18:53:27.416000Z,03:01:00:24:01:1970,1998050,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.86,12.539696142223042,12.42786056302439,15.452435373744054,6.58183571116448,6.97034434905746,8.2272382163995,0.31632161120331337,0.4036087317596847,0.23367929688324746,7.411093095734692,5.26099228008587,7.568544689613372,0.014149284390863015,-0.590951369376207,0.06464748324286214,0,0,0,2.0819768768310545,2.813291842651367,1.9225352416992187,1644.4203491210938,20849.577087402344,-379.415771484375,3.99951171875,3.77056884765625,3.6837158203125,,,,,,,,
33,63d424b34ef0c0002ff5d2fc,2023-01-27T19:23:31.108000Z,03:31:03:24:01:1970,1999854,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,34.07,15.6477210766248,19.351624826926585,21.301537024451324,7.508540258831776,10.077934897708019,9.740614370265094,0.2766160314036028,0.3020435992360295,0.20750449612558275,11.300707719700128,11.610735204991265,19.197741028673576,-0.02394865254962052,-1.1212925534698708,-0.0460957629159737,0,0,0,2.0769826080322265,3.0439757293701173,2.021221276855469,1544.5349731445312,20884.397399902344,-429.308349609375,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
34,63d42bc54ef0c0002ff5d30d,2023-01-27T19:53:41.099000Z,04:01:07:24:01:1970,2001659,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,37.28,35.01211474314232,34.44612072196993,49.14570667602968,15.786906628498226,18.695981823752177,22.408807546468474,0.12111569003595471,0.1310186709053898,0.0900164482137284,47.098630827957074,22.64585778271948,59.9655990741023,0.03724870053959234,-1.0209046935207289,0.10133384234928107,0,0,0,1.91204208984375,2.449522689819336,2.017161264038086,1754.275390625,21088.84246826172,-348.10809326171875,3.7655029296875,3.39483642578125,3.5732421875,,,,,,,,
35,63d432d44ef0c0002ff5d31e,2023-01-27T20:23:48.373000Z,04:31:10:24:01:1970,2003467,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.81,44.80269137489965,53.97355911039108,57.9917866456725,23.165243461705426,30.670987294406412,29.62848020987243,0.0852080680059243,0.0995646084087571,0.0681713443524299,58.72599356950918,85.7872689663741,114.153867295605,-0.2775601379769948,-2.9189780163468484,-0.20956540575823424,0,0,0,1.973865640258789,3.053744839477539,2.0198133270263674,1620.8674926757812,21079.77960205078,-401.14935302734375,3.68035888671875,3.99951171875,3.99951171875,,,,,,,,
36,63d4b32df47741003bb9b974,2023-01-28T05:31:25.112000Z,13:38:57:24:01:1970,2036323,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,33.29,14.661828855696076,15.330705405499842,21.418208998491206,9.285471673403984,9.898907320551317,12.923702159622184,0.0573493779864235,0.08409135478393986,0.048232640798945826,5.70595418199522,5.164824257864688,10.031778647998651,0.0892924239847378,-0.0076698001551102485,-0.04286079598643075,0,0,0,0.5325160247802734,0.8324125274658203,0.6233442840576172,1605.5388793945312,21082.462341308594,-362.70416259765625,1.023193359375,1.45391845703125,1.232177734375,,,,,,,,
37,63d4baeef47741003bb9b980,2023-01-28T06:04:30.320000Z,14:11:51:24:01:1970,2038308,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,33.97,26.24029419369256,34.82476555701994,34.88249744973553,12.095502095997254,17.043592274071028,15.5779096140152,0.1720914256040283,0.17904829290754087,0.12953255765486674,28.073836686498293,43.16574903416416,49.774214123086416,-0.20963527904106175,-2.594252656820294,0.20588204089661646,0,0,0,2.08153219909668,3.05162610168457,2.0178464752197267,1635.5267944335938,21037.404846191406,-361.81231689453125,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
38,63d4c1fef47741003bb9b98b,2023-01-28T06:34:38.801000Z,14:42:06:24:01:1970,2040122,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.73,25.665275023565822,28.372003431171454,31.10886437858683,6.332047117984303,8.81558210783378,6.805261110922847,0.3289754807276325,0.34300348387421814,0.2960085435155815,26.80183909033084,37.818075966834066,32.6945387210174,-0.6033071875685948,-4.519720031239647,0.19229328123492753,0,0,0,2.083088244628906,3.02377537536621,2.0144154296875,1666.647705078125,20480.39031982422,-293.19140625,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
39,63d4cbf6f47741003bb9b993,2023-01-28T07:17:10.606000Z,15:24:42:24:01:1970,2042669,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.16,36.18907124940625,32.98535132207324,47.38669572944143,14.223600733424277,16.630520977002572,19.919446976556937,0.14629170523737417,0.12917993527586372,0.10139910518089179,54.85169948231426,22.20915185889339,68.66677380208124,-0.23351785974204606,-1.0087976575701536,0.11127701794331077,0,0,0,2.0807948059082033,2.148329623413086,2.0198140991210938,1620.7789306640625,21100.13739013672,-401.164794921875,3.99951171875,3.09307861328125,3.99951171875,,,,,,,,
40,63d4d2fef47741003bb9b9a0,2023-01-28T07:47:10.645000Z,15:54:43:24:01:1970,2044470,8,13440,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.93,9.97194735469451,9.358889659806707,8.788147047407925,6.54252956130102,6.062262180526981,5.679339968013608,0.050984425065091356,0.07220283337621437,0.03940676077501475,4.033482874419102,4.071445912552018,3.9265686564610944,-0.022862525578026555,0.05942016770518274,0.0032263921308504817,0,0,0,0.3335671081542969,0.43771250610351564,0.2238043914794922,1720.1702880859375,21117.576049804688,-351.79302978515625,0.634765625,0.80419921875,0.4434814453125,,,,,,,,
41,63d4da07f47741003bb9b9ac,2023-01-28T08:17:11.666000Z,16:24:44:24:01:1970,2046270,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,34.39,47.07136806635992,52.74738845759925,60.457912331638774,15.726847433891768,23.369166520604793,19.223971329849824,0.132186859842908,0.13059739158737976,0.10509362831008708,93.53878863080007,95.54445480228226,134.32803948271652,0.040863699927639566,-5.063862760788476,0.23906825341925567,0,0,0,2.0788825775146487,3.0519521911621093,2.0203168975830077,1582.5343627929688,21043.926635742188,-411.22076416015625,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
42,63d4e11af47741003bb9b9ba,2023-01-28T08:47:22.683000Z,16:54:45:24:01:1970,2048081,8,13431,CA:B8:31:00:00:21,CA:B8:28:00:00:82,35.68,40.3250053576477,47.5861416308026,52.8631892371741,15.104409212535161,22.545588877145754,19.895372526309412,0.13791095249028176,0.13543837879910686,0.10145803801194632,75.1237839505958,82.590903414744,116.57293697815162,-0.668364819055594,-3.8922704724534642,-0.05656754395016977,0,0,0,2.083063461303711,3.053538006591797,2.018545462036133,1666.1520385742188,21075.642944335938,-375.79205322265625,3.99951171875,3.99951171875,3.99951171875,,,,,,,,
